smiles,性质分类,性质名,值,单位
*CC(*)Cl,力学性质,Impact Strength,8.218214286,kJ/m2
*CC(*)Cl,传输性质,Ion Exchange Capacity meq Per G,1.29,meq/g
*OC1OC(COC(C)=O)C(OC2OC(COC(C)=O)C(*)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O,热力学性质,Tg,430.65,K
*OC(C)CC(*)=O,力学性质,Compressive Strength,1.1175,MPa
*OC(C)CC(*)=O,热力学性质,Crystallization Temperature,393.4936364,K
*OC(C)CC(*)=O,力学性质,Elongation At Break,7.871818182,%
*OC(C)CC(*)=O,力学性质,Flexural Strength,28.54666667,MPa
*OC(C)CC(*)=O,传输性质,H2 Permeability Barrer,1850.0,Barrer
*OC(C)CC(*)=O,力学性质,Impact Strength Kj Per M2,35.66666667,kJ/m2
*OC(C)CC(*)=O,传输性质,Limiting Oxygen Index,23.9,%
*OC(C)CC(*)=O,热力学性质,Td,534.539011,K
*OC(C)CC(*)=O,力学性质,Tensile Strength,29.19402439,MPa
*OC(C)CC(*)=O,热力学性质,Tg,276.005106,K
*OC(C)CC(*)=O,热力学性质,Thermal Conductivity,0.827,W/m·K
*OC(C)CC(*)=O,热力学性质,Tm,446.7003235,K
*OC(C)CC(*)=O,结构性质,Water Contact Angle,78.26594595,°
*OC(C)CC(*)=O,传输性质,Water Uptake,2.66,%
*OC(C)CC(*)=O,力学性质,Youngs Modulus,2066.488732,MPa
*OC(C)CC(*)=O,力学性质,Impact Strength,35.66666667,kJ/m2
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,热力学性质,Tg,595.15,K
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,光学性质,band gap chain,2.1333,eV
*CCC(C(=O)OC)C(*)C(=O)OC,热力学性质,Tg,304.35,K
*CCC(C(=O)OC)C(*)C(=O)OC,光学性质,band gap chain,6.6384,eV
*CCC(C(=O)OC)C(*)C(=O)OC,光学性质,band gap bulk,6.3252,eV
*C(F)(F)C(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)[O-])C(F)(F)F)C(*)(F)F,热力学性质,Tg,410.65,K
Cc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,热力学性质,Tg,614.15,K
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,热力学性质,Tg,580.15,K
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,光学性质,band gap chain,3.0916,eV
*Sc1ccc(*)cc1,传输性质,Co2 Permeability Barrer,1.26,Barrer
*Sc1ccc(*)cc1,传输性质,O2 Permeability Barrer,0.230000002,Barrer
*Sc1ccc(*)cc1,光学性质,Refractive Index,1.9808,
*Sc1ccc(*)cc1,热力学性质,Tg,363.075,K
*CC*,热力学性质,Tg,224.45,K
*c1cc(CCOCCOC)c(*)[nH]1,热力学性质,Tg,230.15,K
*c1cc(CCOCCOC)c(*)[nH]1,光学性质,band gap chain,2.8631,eV
*CC(*)(C)C(=O)OCCC,热力学性质,Tg,311.0,K
*CCN(*)C(=O)c1c(F)cc(F)cc1F,热力学性质,Tg,408.15,K
*CCN(*)C(=O)c1c(F)cc(F)cc1F,光学性质,band gap chain,4.6328,eV
*c1ccc(C(c2ccccc2)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,热力学性质,Tg,594.15,K
*c1ccc(C(c2ccccc2)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,光学性质,band gap chain,2.3895,eV
*CCCC(*)C,热力学性质,Tg,220.55,K
*CCCC(*)C,光学性质,band gap chain,7.1052,eV
*CCN(*)C(=O)c1ccc(F)c(F)c1,热力学性质,Tg,374.15,K
*CCN(*)C(=O)c1ccc(F)c(F)c1,光学性质,band gap chain,5.106,eV
*C/C=C(/C)C*,力学性质,Compressive Strength,3.434,MPa
*C/C=C(/C)C*,力学性质,Elongation At Break,271.75,%
*C/C=C(/C)C*,力学性质,Flexural Strength,24.63333333,MPa
*C/C=C(/C)C*,力学性质,Hardness,157.6,MPa
*C/C=C(/C)C*,力学性质,Impact Strength Kj Per M2,21.45,kJ/m2
*C/C=C(/C)C*,传输性质,Limiting Oxygen Index,18.6,%
*C/C=C(/C)C*,传输性质,Swelling Degree,503.8,%
*C/C=C(/C)C*,热力学性质,Td,700.8166667,K
*C/C=C(/C)C*,力学性质,Tensile Strength,11.05291667,MPa
*C/C=C(/C)C*,热力学性质,Tg,225.8605263,K
*C/C=C(/C)C*,热力学性质,Thermal Conductivity,0.4788375,W/m·K
*C/C=C(/C)C*,热力学性质,Tm,422.275,K
*C/C=C(/C)C*,结构性质,Water Contact Angle,102.3769231,°
*C/C=C(/C)C*,传输性质,Water Uptake,8.433333333,%
*C/C=C(/C)C*,力学性质,Youngs Modulus,45.08823529,MPa
*C/C=C(/C)C*,力学性质,Impact Strength,21.45,kJ/m2
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,热力学性质,Tg,540.15,K
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,光学性质,band gap chain,3.7683,eV
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,热力学性质,Tg,363.15,K
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,光学性质,band gap chain,4.9663,eV
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,光学性质,band gap bulk,4.8032,eV
*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,热力学性质,Tg,348.15,K
*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,光学性质,band gap chain,4.9047,eV
*CCCN(*)C(=O)c1ccccc1,热力学性质,Tg,345.15,K
*CCCN(*)C(=O)c1ccccc1,光学性质,band gap chain,5.2083,eV
*O[Si](*)(C)CCCC#N,光学性质,Bandgap Ev,2.686597222,eV
*O[Si](*)(C)CCCC#N,力学性质,Compressive Strength,0.00113,MPa
*O[Si](*)(C)CCCC#N,热力学性质,Crystallization Temperature,617.15,K
*O[Si](*)(C)CCCC#N,力学性质,Elongation At Break,7.215,%
*O[Si](*)(C)CCCC#N,力学性质,Hardness,168.0,MPa
*O[Si](*)(C)CCCC#N,光学性质,Refractive Index,1.83,
*O[Si](*)(C)CCCC#N,热力学性质,Td,602.15,K
*O[Si](*)(C)CCCC#N,力学性质,Tensile Strength,35.458,MPa
*O[Si](*)(C)CCCC#N,热力学性质,Tg,527.35,K
*O[Si](*)(C)CCCC#N,热力学性质,Thermal Conductivity,0.2525,W/m·K
*O[Si](*)(C)CCCC#N,热力学性质,Tm,598.15,K
*O[Si](*)(C)CCCC#N,结构性质,Water Contact Angle,65.95555556,°
*O[Si](*)(C)CCCC#N,力学性质,Youngs Modulus,9427.5,MPa
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,热力学性质,Tg,493.15,K
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,结构性质,crystallization tendency,73.4,%
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,光学性质,band gap chain,3.9085,eV
*c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OCCCC)cc5)c5c(=O)n(*)c(=O)c5c(Oc5ccc(OCCCC)cc5)c4c3=O)cc2)cc1,热力学性质,Tg,542.65,K
*c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OCCCC)cc5)c5c(=O)n(*)c(=O)c5c(Oc5ccc(OCCCC)cc5)c4c3=O)cc2)cc1,光学性质,band gap chain,1.9028,eV
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,热力学性质,Tg,243.15,K
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,光学性质,band gap chain,6.784,eV
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,热力学性质,Tg,519.15,K
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,光学性质,band gap chain,2.4523,eV
*CCN*,光学性质,Bandgap Ev,1.978571429,eV
*CCN*,传输性质,Co2 Permeability Barrer,67.816,Barrer
*CCN*,热力学性质,Crystallization Temperature,501.15,K
*CCN*,力学性质,Elongation At Break,20.77294118,%
*CCN*,力学性质,Flexural Strength,29.51,MPa
*CCN*,传输性质,H2 Permeability Barrer,76.8725,Barrer
*CCN*,力学性质,Impact Strength Kj Per M2,50.79,kJ/m2
*CCN*,传输性质,Ion Exchange Capacity Meq Per G,1.105,meq/g
*CCN*,传输性质,Limiting Oxygen Index,38.0,%
*CCN*,热力学性质,Lower Critical Solution Temperature,311.9,K
*CCN*,传输性质,O2 Permeability Barrer,67.816,Barrer
*CCN*,光学性质,Refractive Index,1.497589286,
*CCN*,传输性质,Swelling Degree,2.712,%
*CCN*,热力学性质,Td,655.3469388,K
*CCN*,力学性质,Tensile Strength,64.99917808,MPa
*CCN*,热力学性质,Tg,486.8207143,K
*CCN*,热力学性质,Thermal Conductivity,0.3179,W/m·K
*CCN*,热力学性质,Tm,391.1267742,K
*CCN*,热力学性质,Upper Critical Solution Temperature,376.4833333,K
*CCN*,结构性质,Water Contact Angle,62.61026316,°
*CCN*,传输性质,Water Uptake,22.67466667,%
*CCN*,力学性质,Youngs Modulus,1130.0712,MPa
*CCN*,光学性质,band gap chain,5.0274,eV
*CCN*,传输性质,CO2 Permeability Barrer,67.816,Barrer
*CCN*,力学性质,Impact Strength,50.79,kJ/m2
*CCN*,传输性质,Ion Exchange Capacity meq Per G,1.105,meq/g
*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,热力学性质,Tg,412.15,K
*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,光学性质,band gap chain,2.3431,eV
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,热力学性质,Tg,508.15,K
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,光学性质,band gap chain,2.4449,eV
*CC(*)c1ccc(Br)cc1,传输性质,Co2 Permeability Barrer,8.500000006,Barrer
*CC(*)c1ccc(Br)cc1,传输性质,O2 Permeability Barrer,1.9,Barrer
*CC(*)c1ccc(Br)cc1,热力学性质,Tg,391.0,K
*CC(*)C#N,光学性质,Bandgap Ev,2.6825,eV
*CC(*)C#N,传输性质,Co2 Permeability Barrer,58.5,Barrer
*CC(*)C#N,力学性质,Compressive Strength,641.59445,MPa
*CC(*)C#N,热力学性质,Crystallization Temperature,540.85,K
*CC(*)C#N,力学性质,Elongation At Break,47.978404255,%
*CC(*)C#N,力学性质,Flexural Strength,402.0,MPa
*CC(*)C#N,传输性质,H2 Permeability Barrer,70.33333333,Barrer
*CC(*)C#N,力学性质,Hardness,90.43008267,MPa
*CC(*)C#N,力学性质,Impact Strength Kj Per M2,1.036666667,kJ/m2
*CC(*)C#N,传输性质,Ion Exchange Capacity Meq Per G,1.86,meq/g
*CC(*)C#N,传输性质,Limiting Oxygen Index,25.42874396,%
*CC(*)C#N,传输性质,Methanol Permeability Cm2 Per S,7e-07,cm2/s
*CC(*)C#N,传输性质,O2 Permeability Barrer,58.5,Barrer
*CC(*)C#N,光学性质,Refractive Index,1.4971423074999999,
*CC(*)C#N,传输性质,Swelling Degree,35.7,%
*CC(*)C#N,热力学性质,Td,518.91229165,K
*CC(*)C#N,力学性质,Tensile Strength,357.42255535000004,MPa
*CC(*)C#N,热力学性质,Tg,371.549922825,K
*CC(*)C#N,热力学性质,Thermal Conductivity,74.23372857150001,W/m·K
*CC(*)C#N,热力学性质,Tm,573.41583545,K
*CC(*)C#N,结构性质,Water Contact Angle,73.788316065,°
*CC(*)C#N,传输性质,Water Uptake,2528.3575,%
*CC(*)C#N,力学性质,Youngs Modulus,27689.762481499998,MPa
*CC(*)C#N,光学性质,band gap chain,7.7741,eV
*CC(*)C#N,光学性质,band gap bulk,7.4435,eV
*CC(*)C#N,传输性质,CO2 Permeability Barrer,58.5,Barrer
*CC(*)C#N,力学性质,Impact Strength,1.036666667,kJ/m2
*CC(*)C#N,传输性质,Ion Exchange Capacity meq Per G,1.86,meq/g
*CC(*)OCCCCCCCCCCCC,热力学性质,Tg,211.0,K
*c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,热力学性质,Tg,564.15,K
*c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,光学性质,band gap chain,3.3359,eV
*CC(*)SC,热力学性质,Tg,272.0,K
*CC(*)SC,光学性质,band gap chain,5.023,eV
*CC(*)OC(=O)CC,热力学性质,Tg,283.0,K
*CC(*)N=C=O,热力学性质,Tg,324.0,K
*CC(*)(C)C(=O)OCc1cccs1,热力学性质,Tg,339.15,K
*CC(*)(C)C(=O)OCc1cccs1,光学性质,band gap chain,4.9884,eV
*CC(*)c1ccc(S(=O)(=O)O)cc1,光学性质,Bandgap Ev,2.014736842,eV
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,Co2 Permeability Barrer,1109.0,Barrer
*CC(*)c1ccc(S(=O)(=O)O)cc1,力学性质,Compressive Strength,0.32,MPa
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Crystallization Temperature,391.15,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,力学性质,Elongation At Break,44.48,%
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,H2 Permeability Barrer,80.0,Barrer
*CC(*)c1ccc(S(=O)(=O)O)cc1,力学性质,Hardness,293.3333333,MPa
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,Ion Exchange Capacity Meq Per G,2.56,meq/g
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Lower Critical Solution Temperature,328.15,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,O2 Permeability Barrer,1109.0,Barrer
*CC(*)c1ccc(S(=O)(=O)O)cc1,光学性质,Refractive Index,1.487329412,
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,Swelling Degree,166.75,%
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Td,607.275,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,力学性质,Tensile Strength,25.51238095,MPa
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Tg,373.4585106,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Thermal Conductivity,0.366305556,W/m·K
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Tm,514.4277778,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,热力学性质,Upper Critical Solution Temperature,308.15,K
*CC(*)c1ccc(S(=O)(=O)O)cc1,结构性质,Water Contact Angle,47.61257353,°
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,Water Uptake,80.0,%
*CC(*)c1ccc(S(=O)(=O)O)cc1,力学性质,Youngs Modulus,614.1428846,MPa
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,CO2 Permeability Barrer,1109.0,Barrer
*CC(*)c1ccc(S(=O)(=O)O)cc1,传输性质,Ion Exchange Capacity meq Per G,2.56,meq/g
*CC(O)CN(*)c1cc(C)cc(C)c1,热力学性质,Tg,353.15,K
*CC(O)CN(*)c1cc(C)cc(C)c1,光学性质,band gap chain,4.5575,eV
*CC(*)(c1ccccc1)C(C)(C)C,热力学性质,Tg,403.0,K
*Nc1cc(NC(=O)c2ccccc2C(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,热力学性质,Tg,363.15,K
*Nc1cc(NC(=O)c2ccccc2C(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,光学性质,band gap chain,3.5021,eV
*CC1CC(*)C(=O)OC1=O,热力学性质,Tg,413.15,K
*CC1CC(*)C(=O)OC1=O,光学性质,band gap chain,6.1563,eV
*CCN(*)C(=O)c1ccc(F)cc1,热力学性质,Tg,377.15,K
*CCN(*)C(=O)c1ccc(F)cc1,光学性质,band gap chain,5.1588,eV
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,热力学性质,Tg,623.15,K
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,光学性质,band gap chain,2.3838,eV
*CC(*)c1cc(C)cc(C)c1,热力学性质,Tg,377.0,K
*CC(*)C(=O)O,力学性质,Compressive Strength,29.91333333,MPa
*CC(*)C(=O)O,热力学性质,Crystallization Temperature,500.35,K
*CC(*)C(=O)O,力学性质,Elongation At Break,896.4,%
*CC(*)C(=O)O,传输性质,Ion Exchange Capacity Meq Per G,4.25,meq/g
*CC(*)C(=O)O,热力学性质,Lower Critical Solution Temperature,307.5333333,K
*CC(*)C(=O)O,传输性质,Methanol Permeability Cm2 Per S,3.9e-08,cm2/s
*CC(*)C(=O)O,光学性质,Refractive Index,1.509454545,
*CC(*)C(=O)O,热力学性质,Td,585.15,K
*CC(*)C(=O)O,力学性质,Tensile Strength,1.846923077,MPa
*CC(*)C(=O)O,热力学性质,Tg,377.0370968,K
*CC(*)C(=O)O,热力学性质,Thermal Conductivity,0.45,W/m·K
*CC(*)C(=O)O,热力学性质,Tm,510.3833333,K
*CC(*)C(=O)O,热力学性质,Upper Critical Solution Temperature,313.15,K
*CC(*)C(=O)O,结构性质,Water Contact Angle,54.3325,°
*CC(*)C(=O)O,传输性质,Water Uptake,65.0,%
*CC(*)C(=O)O,力学性质,Youngs Modulus,102.2109091,MPa
*CC(*)C(=O)O,传输性质,Ion Exchange Capacity meq Per G,4.25,meq/g
*Oc1cc(C)c(*)c(C)c1Br,热力学性质,Tg,553.3,K
*Oc1cc(C)c(*)c(C)c1Br,光学性质,band gap chain,4.5779,eV
*NCCCCCC(*)=O,热力学性质,Crystallization Temperature,431.65,K
*NCCCCCC(*)=O,力学性质,Elongation At Break,51.77142857,%
*NCCCCCC(*)=O,力学性质,Hardness,2600.0,MPa
*NCCCCCC(*)=O,力学性质,Impact Strength Kj Per M2,54.9,kJ/m2
*NCCCCCC(*)=O,传输性质,Limiting Oxygen Index,23.84,%
*NCCCCCC(*)=O,热力学性质,Td,568.15,K
*NCCCCCC(*)=O,力学性质,Tensile Strength,83.68333333,MPa
*NCCCCCC(*)=O,热力学性质,Tg,328.3285714,K
*NCCCCCC(*)=O,热力学性质,Thermal Conductivity,1.075375,W/m·K
*NCCCCCC(*)=O,热力学性质,Tm,493.3011628,K
*NCCCCCC(*)=O,结构性质,Water Contact Angle,61.42857143,°
*NCCCCCC(*)=O,传输性质,Water Uptake,5.26,%
*NCCCCCC(*)=O,力学性质,Youngs Modulus,2422.492308,MPa
*NCCCCCC(*)=O,力学性质,Impact Strength,54.9,kJ/m2
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,光学性质,Bandgap Ev,3.33,eV
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,传输性质,Co2 Permeability Barrer,0.12,Barrer
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,热力学性质,Crystallization Temperature,491.7911765,K
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Elongation At Break,8.665384615,%
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Flexural Strength,154.1666667,MPa
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Hardness,523.3333333,MPa
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Impact Strength Kj Per M2,127.3333333,kJ/m2
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,传输性质,O2 Permeability Barrer,0.12,Barrer
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,光学性质,Refractive Index,1.8285,
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,热力学性质,Td,757.3852941,K
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Tensile Strength,91.35830189,MPa
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,热力学性质,Tg,398.0491935,K
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,热力学性质,Thermal Conductivity,0.531,W/m·K
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,热力学性质,Tm,541.7983871,K
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,结构性质,Water Contact Angle,54.92,°
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Youngs Modulus,4417.921429,MPa
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,传输性质,CO2 Permeability Barrer,0.12,Barrer
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,力学性质,Impact Strength,127.3333333,kJ/m2
*CC(*)C(=O)OCCC#N,热力学性质,Tg,277.0,K
*CC(*)(C)C(=O)OCC(=O)N1CCOCC1,热力学性质,Tg,401.15,K
*CC(*)(C)C(=O)OCC(=O)N1CCOCC1,光学性质,band gap chain,5.1555,eV
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,热力学性质,Tg,548.15,K
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,光学性质,band gap chain,4.1202,eV
*Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,热力学性质,Tg,504.15,K
*Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,光学性质,band gap chain,3.3558,eV
*c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)cc1,热力学性质,Tg,668.15,K
*c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)cc1,光学性质,band gap chain,3.2935,eV
*c1ccc(Oc2ccc(-c3cnc4cc5nc(*)cnc5cc4n3)cc2)cc1,热力学性质,Tg,626.15,K
*c1ccc(Oc2ccc(-c3cnc4cc5nc(*)cnc5cc4n3)cc2)cc1,光学性质,band gap chain,2.6218,eV
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,热力学性质,Tg,473.15,K
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,光学性质,band gap chain,2.5902,eV
*CC(*)(C)C(=O)OC,光学性质,Bandgap Ev,2.933333333,eV
*CC(*)(C)C(=O)OC,传输性质,Co2 Permeability Barrer,33.871666665,Barrer
*CC(*)(C)C(=O)OC,力学性质,Compressive Strength,62.1,MPa
*CC(*)(C)C(=O)OC,热力学性质,Crystallization Temperature,486.15,K
*CC(*)(C)C(=O)OC,力学性质,Elongation At Break,57.56869565,%
*CC(*)(C)C(=O)OC,力学性质,Flexural Strength,77.52104167,MPa
*CC(*)(C)C(=O)OC,传输性质,H2 Permeability Barrer,0.0855,Barrer
*CC(*)(C)C(=O)OC,力学性质,Hardness,288.8886905,MPa
*CC(*)(C)C(=O)OC,力学性质,Impact Strength Kj Per M2,17.358,kJ/m2
*CC(*)(C)C(=O)OC,传输性质,Ion Exchange Capacity Meq Per G,4.495,meq/g
*CC(*)(C)C(=O)OC,传输性质,Limiting Oxygen Index,18.22041667,%
*CC(*)(C)C(=O)OC,热力学性质,Lower Critical Solution Temperature,466.9,K
*CC(*)(C)C(=O)OC,传输性质,O2 Permeability Barrer,33.871666665,Barrer
*CC(*)(C)C(=O)OC,光学性质,Refractive Index,1.490662665,
*CC(*)(C)C(=O)OC,传输性质,Swelling Degree,56.5325,%
*CC(*)(C)C(=O)OC,热力学性质,Td,596.0484058,K
*CC(*)(C)C(=O)OC,力学性质,Tensile Strength,48.88666667,MPa
*CC(*)(C)C(=O)OC,热力学性质,Tg,378.7432367,K
*CC(*)(C)C(=O)OC,热力学性质,Thermal Conductivity,0.298181818,W/m·K
*CC(*)(C)C(=O)OC,热力学性质,Tm,425.5315534,K
*CC(*)(C)C(=O)OC,热力学性质,Upper Critical Solution Temperature,318.35,K
*CC(*)(C)C(=O)OC,结构性质,Water Contact Angle,74.48955204,°
*CC(*)(C)C(=O)OC,传输性质,Water Uptake,1.764117647,%
*CC(*)(C)C(=O)OC,力学性质,Youngs Modulus,2229.584071,MPa
*CC(*)(C)C(=O)OC,传输性质,CO2 Permeability Barrer,33.871666665,Barrer
*CC(*)(C)C(=O)OC,力学性质,Impact Strength,17.358,kJ/m2
*CC(*)(C)C(=O)OC,传输性质,Ion Exchange Capacity meq Per G,4.495,meq/g
*OCC(C)(COC(*)=O)C(=O)NCC(C)O,热力学性质,Tg,332.5,K
*CC(*)(C)c1ccc(C)cc1,热力学性质,Tg,449.15,K
*CC(*)(C)c1ccc(C)cc1,结构性质,crystallization tendency,34.09,%
*CC(*)c1ccc(C)cc1,热力学性质,Tg,374.0,K
*CC(*)c1ccc(C)cc1,结构性质,crystallization tendency,18.59,%
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,热力学性质,Tg,443.15,K
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,光学性质,band gap chain,5.1003,eV
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,热力学性质,Tg,338.0,K
*C/C=C\C*,热力学性质,Tg,171.0,K
*C/C=C\C*,结构性质,crystallization tendency,25.58,%
*c1cc(CCCCCCCC)c(*)s1,热力学性质,Tg,260.05,K
*c1cc(CCCCCCCC)c(*)s1,结构性质,crystallization tendency,9.05,%
*c1cc(CCCCCCCC)c(*)s1,光学性质,band gap chain,2.5682,eV
*OC1C(CO)OC(OC2C(CO)OC(*)C(OCCO)C2O)C(O)C1OCCO,热力学性质,Tg,395.65,K
*CC(*)(C)C,光学性质,Bandgap Ev,2.0,eV
*CC(*)(C)C,力学性质,Elongation At Break,150.625,%
*CC(*)(C)C,力学性质,Flexural Strength,77.5,MPa
*CC(*)(C)C,传输性质,Limiting Oxygen Index,53.5,%
*CC(*)(C)C,热力学性质,Lower Critical Solution Temperature,455.55,K
*CC(*)(C)C,光学性质,Refractive Index,1.504875,
*CC(*)(C)C,热力学性质,Td,639.9,K
*CC(*)(C)C,力学性质,Tensile Strength,20.586,MPa
*CC(*)(C)C,热力学性质,Tg,211.8833333,K
*CC(*)(C)C,热力学性质,Thermal Conductivity,0.13,W/m·K
*CC(*)(C)C,热力学性质,Tm,356.4,K
*CC(*)(C)C,热力学性质,Upper Critical Solution Temperature,297.4833333,K
*CC(*)(C)C,结构性质,Water Contact Angle,78.79333333,°
*CC(*)(C)C,传输性质,Water Uptake,0.88,%
*CC(*)(C)C,力学性质,Youngs Modulus,1092.5,MPa
*CCC(C*)OC(C)=O,热力学性质,Tg,233.15,K
*CC(*)CC(C)C,热力学性质,Tg,308.35,K
